landmark_0_x,landmark_0_y,landmark_0_z,landmark_1_x,landmark_1_y,landmark_1_z,landmark_2_x,landmark_2_y,landmark_2_z,landmark_3_x,landmark_3_y,landmark_3_z,landmark_4_x,landmark_4_y,landmark_4_z,landmark_5_x,landmark_5_y,landmark_5_z,landmark_6_x,landmark_6_y,landmark_6_z,landmark_7_x,landmark_7_y,landmark_7_z,landmark_8_x,landmark_8_y,landmark_8_z,landmark_9_x,landmark_9_y,landmark_9_z,landmark_10_x,landmark_10_y,landmark_10_z,landmark_11_x,landmark_11_y,landmark_11_z,landmark_12_x,landmark_12_y,landmark_12_z,landmark_13_x,landmark_13_y,landmark_13_z,landmark_14_x,landmark_14_y,landmark_14_z,landmark_15_x,landmark_15_y,landmark_15_z,landmark_16_x,landmark_16_y,landmark_16_z,landmark_17_x,landmark_17_y,landmark_17_z,landmark_18_x,landmark_18_y,landmark_18_z,landmark_19_x,landmark_19_y,landmark_19_z,landmark_20_x,landmark_20_y,landmark_20_z,etiqueta_real
0.5099342830602247,0.8972347139765763,0.01295377076201385,0.43046059712816054,0.7953169325055334,-0.004682739138983611,0.3315842563101478,0.7153486945830582,-0.009389487718699043,0.2108512008717193,0.5907316461437507,-0.009314595071405137,0.10483924543132069,0.46173439510684405,-0.03449835665026066,0.2887542494151805,0.5797433775933115,0.006284946651905478,0.2818395184895758,0.6717539259732941,0.029312975378431083,0.2954844739902693,0.8013505640937585,-0.028494963724269136,0.2891123455094963,0.8522184517941973,-0.12301987154844607,0.40751396036691345,0.5879872262016239,-0.005833874995865536,0.3879658677554121,0.7370455636901787,-0.0002699444947586784,0.378845781420882,0.8164508982420638,-0.024416872999420445,0.4041772719000951,0.8108065975224045,-0.1265637209779686,0.5039372247173824,0.6147693315999082,0.00342736562379941,0.4976870343522352,0.6939779260882142,-0.02957043980734855,0.4856031158321058,0.7907872245808043,0.021142444524378315,0.5068723657913692,0.8147391968927453,-0.0935183206121041,0.5922983543916737,0.5864615599938808,0.012233525776817357,0.620619990449919,0.718625602382324,-0.01678435046445277,0.5938157524829757,0.8066252686280713,0.019510902542447184,0.5904165152430941,0.8462868204667237,-0.12212669948012057,Puño
0.4760758675183866,0.916250516447884,0.02712480057141646,0.3985597975683933,0.8200706579578405,0.007232720500952683,0.2870976049078975,0.7072279121101682,0.030760731329319384,0.19928347921780099,0.6312928731162801,-0.05239490208179489,0.11643805008750449,0.5017409413647634,-0.00598014700931735,0.30183521553071,0.5602486217079821,-0.004393437756750239,0.30714225143023494,0.7295578808948303,-0.010365404365472949,0.28383012794213625,0.7899648591283093,0.018308042354041484,0.30657502219319366,0.8394047959246592,-0.08973465133773288,0.4019415509869608,0.6193728998106578,-0.014041061877547048,0.39344675706804466,0.6921578369373568,-0.029270298962642372,0.40592240554129155,0.8052211054435978,0.0001022691328492178,0.3953082573324971,0.8216925851589917,-0.10841290645530718,0.4931457096694646,0.5839544546155676,-0.003225714233320183,0.5080810171362907,0.7377237180242106,0.0034915562566367794,0.5051510078144553,0.7985110816846767,-0.03837542430598083,0.4994697224910157,0.8512046041988205,-0.05073515775029428,0.5961527807043775,0.6060309468466722,-0.0006942353941048662,0.5766264392476094,0.7228564562903004,0.015038660653735483,0.6158206389408609,0.7818122509041052,0.028055886218721984,0.5719629787441544,0.8617371418760054,-0.05619088748380043,Puño
0.4801892734973862,0.8886740454079446,0.0019930273017528246,0.389930486917676,0.7689867313786773,0.0013712594961205467,0.2787539257254779,0.7094718486127036,-0.018388484684676062,0.2309986881003508,0.5843349341532752,-0.006441230324113512,0.1162703443473934,0.4753827136713209,0.004549198692082588,0.32614285508564855,0.5678503353087754,0.003692677170646084,0.30519765588496844,0.7156364574355462,-0.02473901421756164,0.2735908677383145,0.810438831312338,0.005939693464663721,0.3050098570069175,0.8569289641899395,-0.11360049443156982,0.4046450739432201,0.6058614494659736,-0.014287028360527356,0.4373154902228952,0.7094766584182357,-0.023826069944052973,0.41313107217267664,0.7805063665954536,0.01574169207484904,0.4231719115801481,0.8335863536329657,-0.08073247741511357,0.5082556185387299,0.6164412031998898,0.03793585965307895,0.4950922376799426,0.6849252767128502,-0.017790288592510466,0.48368379430069125,0.7984579658117179,0.006823039496332878,0.5055338159866004,0.8665436649807204,-0.09973996216244187,0.6290706815431463,0.5947068633352408,0.05440338333179238,0.6125133469553001,0.6828568488716743,-0.021417849961222247,0.6096494483048637,0.795530744293483,0.01428000988184184,0.6094647524914709,0.8485434217468625,-0.1169358743613681,Puño
0.4697030555062827,0.8910697009586596,0.017127975886469447,0.4042818748826041,0.7750852244257603,0.00346361851702364,0.3077063475945767,0.6823228512759772,0.0030745021189105583,0.20116417436892,0.5771405940433875,0.007155747206965666,0.1112156905273647,0.5216610248635055,0.02107604104069806,0.2724466126408582,0.5812434992016975,0.010300705344173195,0.3102757190182442,0.7103009537261209,0.07705462981309442,0.31141781021386333,0.822711312803612,0.019080035269864046,0.3130278250261159,0.843694615107193,-0.08482061559013465,0.38454349570924856,0.5952636278651998,-0.00970727095658207,0.4016374827877265,0.7462931713334702,-0.03734530385183496,0.4137252038074903,0.767745682576207,-0.00943863731578867,0.42177901193934736,0.8512856003819093,-0.12155489555858613,0.48569392581480064,0.6135919549786935,-0.014607332634342734,0.5043291717916395,0.7009114367980762,-0.013032006952116343,0.5428788817865066,0.8126783804463603,-0.04050285173315214,0.5037290862953886,0.8367642707046322,-0.08295133330407553,0.584149585231346,0.597705271170662,0.010099745579609144,0.6173151038834024,0.6759940718588844,-0.006690024716818968,0.5905010937767808,0.7869334153485258,0.03530908480562194,0.6080996342192191,0.8247823209132991,-0.08164276105890449,Puño
0.5424431239402526,0.920649305211023,-0.030387399319080268,0.390315318542675,0.8253382229837325,-0.014153389312375616,0.30887638856292454,0.7154926810685867,-0.01853860943156166,0.198809492878764,0.5351746531986186,-0.020487752826685798,0.0949486369721368,0.47504433636070303,0.03264822607863271,0.2713971724407873,0.5911991102660603,0.002614811545721827,0.3288254657813223,0.6712827569764112,0.02326327504309919,0.30020466122039174,0.780369826979041,0.009242069485265415,0.3039811939114694,0.8379956624568241,-0.09860395830019962,0.3922937280627648,0.6022703469050249,0.013242613490420933,0.4317203363229071,0.675243690023463,0.04266066749312533,0.36095824400955,0.7969642980992884,0.011766344129691532,0.4056198373547007,0.837546009603588,-0.10416244500714551,0.49013998130682335,0.5882127048611158,0.016992041940420494,0.5071403097193009,0.6861418080947869,0.017991997508665016,0.5061459904175322,0.8162572423767792,0.012592576838472244,0.48342009978155853,0.8387963791960605,-0.08505412789753478,0.6122074053086692,0.5995819681207171,0.00234654766617564,0.6255532979157685,0.6881685722232833,0.010941947623400759,0.5959561469513222,0.7956463759354556,0.021975537039743802,0.6165083269797605,0.8662701927200127,-0.07389042385691343,Puño
0.5004200768326552,0.9136390594258993,-0.006205335131869121,0.40648332704976886,0.7973971389126464,0.0019399192998543638,0.31190314050873824,0.6836355863353305,0.041847745513709206,0.17987965237000597,0.5757162277442454,0.023162217470001356,0.11583325387925872,0.5124823963410431,0.012566910185285598,0.2997550645430617,0.5820549125702833,0.0015160911638745268,0.28645676576975776,0.719502394668355,-0.002941147630042773,0.2834900560641498,0.7935722831669402,0.008258629085512486,0.2887255089439205,0.8335555920886714,-0.09512625577016176,0.4048993314221745,0.5898611364925774,-0.009420766112366455,0.40464099874715276,0.6710383131700535,-0.028149275487531104,0.3856311155749513,0.7957310569657631,0.006218151311960092,0.4295071243389911,0.8671531924640403,-0.10319877059926855,0.4996196758419462,0.5799494127072438,-0.0003702627198477986,0.4942268272215972,0.7064543712067618,-0.01654461887104646,0.5103869302848234,0.8306547782600516,-0.002175202969137152,0.5080342344419788,0.8638028798342222,-0.10802440943771673,0.6044818496362083,0.6002518480156359,0.0019535219709766343,0.5845398043228907,0.7004902034851788,0.009959965824908995,0.6290228721559008,0.8191854165217042,0.04306364915023113,0.584653048742239,0.8674464127344136,-0.09633315988523297,Puño
0.5437960586643534,0.883834034292897,-0.01679443684361552,0.3880121470911196,0.757522085513804,-0.010515100433615221,0.284817346768926,0.7030078757295241,0.006835119515543189,0.23752341678431774,0.619008476763721,-0.011538073113248061,0.08203170657303285,0.5098383834301301,-0.026404664140412842,0.3366291753170871,0.6235888024144257,-0.009383513042094097,0.2657373094181824,0.7270774474833082,-0.0022907969050523576,0.3247563262394692,0.7681114468241127,-0.011987500459075458,0.30010487399436364,0.8509396118752948,-0.10900130942958489,0.41245699864695,0.5786475914123481,-0.00284758970042587,0.40240591263423797,0.710288776681175,0.014232297561777796,0.37750715816324265,0.7693177165852876,0.025553536437970183,0.4066462802395919,0.8350302692688689,-0.06897696048954954,0.5023134926858571,0.6235859436812765,0.001350369628202179,0.5412149584976398,0.735106816848864,-0.0049792829695814705,0.5194314190190871,0.812907518991703,0.027372631150646975,0.4807015307883979,0.8637210291999687,-0.07883151026300825,0.5648252102715376,0.5763348297466845,-0.04078464355520201,0.5946118633111088,0.7143508451159192,0.030047141041920564,0.6014818956083955,0.8325723109114259,-0.02760202916429783,0.5659323512128969,0.8488890460220676,-0.09231869102121386,Puño
0.49934610503811816,0.8586511579992024,-0.0017824007902557681,0.37391060998990294,0.8133934509766008,0.007331964921936966,0.2812024042734529,0.6897226616532661,-0.021184270437779033,0.19874641805453658,0.6191028464100248,-0.019714520926710874,0.1100809303103569,0.4893948476325512,-0.015857456645246883,0.29785939280090884,0.5792951535516125,-0.011072986106943641,0.27604244214822304,0.7392945026583277,0.0007052710394345722,0.2860054898401483,0.8042795982146845,-0.0022465609938165966,0.29558060800933555,0.8622833340008684,-0.0848498457990539,0.3893899770477895,0.5884836351871063,-0.005501033943032881,0.3539615767052883,0.6696961787560289,0.027337485348890495,0.4328993542700257,0.7950192792088725,0.011531139261115328,0.40622500309087073,0.9115776161691047,-0.07760850177130847,0.49744164817038466,0.5808891911879914,-0.03212892640515145,0.5040692727173445,0.6848729850943139,-0.028445074191953485,0.48706854231514946,0.7783690399277121,0.03374283270145129,0.517632795138989,0.8498405471736676,-0.0704011172221995,0.6015473661529523,0.5827743159734347,0.030462481545393147,0.6107782008736932,0.6792550769134709,-0.003806773561672164,0.5824876349323048,0.7723440053807133,0.01852355095063283,0.6381883328094026,0.8220286485236171,-0.0887406152661886,Puño
0.4869871486175635,0.8902574923247061,-0.011847878484777384,0.3827201846064037,0.8009704325588966,-0.016619002328220757,0.30540913651559676,0.6989952378110172,-0.004778960937328195,0.18184872675916805,0.5884645733886333,0.015107824516515121,0.11001834375248762,0.480448895104029,0.0019866461085845176,0.31502774246743576,0.5666118943775725,0.010867203847598702,0.28674752482108307,0.7114119733718631,-0.015265183130850337,0.2639023579867096,0.7674491512423368,0.0009616989332276399,0.30519445003442963,0.8319136674979118,-0.08722815082445252,0.36676959875462084,0.5986784040270536,-0.024220323995249135,0.38696327784395684,0.7009479734263282,-0.017208267305679047,0.3923088891154035,0.8201258561842889,-0.011537837390462975,0.41671384224130287,0.8274058629068476,-0.08940391644169435,0.528831372413158,0.5505671099974542,-0.015937905109409536,0.5115414425436108,0.6959390922791401,0.007422917467426177,0.48792029626568356,0.8017317957494581,-0.00311354470784159,0.5233556412331961,0.8550884168660242,-0.09324794675849596,0.5917624606775507,0.5902478755185501,-0.008651163756392419,0.607889042847566,0.6915803103835947,0.005795497137928258,0.6415080159729087,0.8174224940686339,-0.006520470643356823,0.6240242784432789,0.841838492539569,-0.1407624907035571,Puño
0.4798382737816519,0.8625841615794829,-0.007030269680826174,0.4003683675837911,0.8335287462455057,0.006538547475283253,0.2956179894238227,0.7165881116236698,-0.0442227061801577,0.20471229116217132,0.6154173038777393,-0.02957172491559683,0.12287508086413859,0.5067699281498883,-0.008305758278016025,0.3126556373221257,0.6454138571560879,0.003637325101169903,0.3049644117260067,0.690812782009195,-0.016996887389295837,0.3166067163308849,0.7828783234818227,0.0014313247443878494,0.29044685106469764,0.8595795965149278,-0.09332675789426104,0.420750798885158,0.5897996720229051,-0.005397498705867425,0.38042472568435387,0.6911141347984777,0.007546009860897044,0.41513977233290705,0.7815566935164475,0.017392118402113205,0.42711275717609903,0.858268698064474,-0.06246408374883869,0.48452421601792856,0.5751069059337717,-0.035574404978085575,0.5299208862297836,0.7130873131270811,-0.0011116934182091014,0.5055993725263964,0.7774902190540325,0.04891503959233653,0.5025844236395045,0.8521878958920979,-0.08548466752202616,0.6096201846347342,0.6044776804855826,-0.015809489108906238,0.6094293671427199,0.7376404899295006,0.026908400923099554,0.6318637325327879,0.7897756864713763,-0.019792096405171617,0.597484261598007,0.8511144982457739,-0.07811616963058103,Puño
